constituency,reform_vote_share,is_scotland,leave_vote_share,degree_pct,median_age,median_weekly_wage,claimant_rate,foreign_born_pct,population_density,ethnic_minority_pct,deprivation_score
Arundel and South Downs,13.502009499451956,0,48.74668692,37.44664195990656,52.0,729.7,2.4,8.0499095,118.55266338848784,3.2137144000000006,12.11839798519238
Ashfield,42.78120455343262,0,70.80883197,20.821174951581668,42.0,669.2,3.9,5.9718512,983.6992995415998,4.2611940000000015,27.39154572773205
Ashford,21.588078765300693,0,60.86468239,29.377525892236456,39.0,752.1,3.3000000000000003,15.241516100000002,498.0694535697168,13.9847657,18.18578717679544
Ashton-under-Lyne,24.77087504582499,0,62.57027312,23.50253615435929,38.0,692.4,5.7,14.6074209,3587.6288076985743,20.505165800000004,34.33433660641376
Aylesbury,13.508209851822189,0,50.97933105,34.62497271588912,39.0,741.9,4.1000000000000005,18.2251108,591.9091056883733,21.5297359,13.197098778388815
"Ayr, Carrick and Cumnock",8.657416454954074,1,43.4877687,26.065791027541955,48.0,789.6,3.9,3.9842671,55.3349908120819,2.1545531000000007,25.10423057475246
Banbury,13.04329777076674,0,47.66756954,34.822087076376214,41.0,755.0,2.7,15.9870507,209.1124289358716,10.294710600000002,15.606942861521173
Bangor Aberconwy,14.620739318290926,0,47.46674713,34.7366123586129,45.0,680.2,3.2,7.1832131,65.72835444415543,4.765666300000005,17.622182137225415
Barking,14.181539052005371,0,59.72851377,34.13632992288388,32.0,801.9,7.7,43.3585582,6986.071709584584,57.7157901,33.475616205603615
Barnsley North,29.27034206103973,0,69.30873174999999,22.69950161243037,41.0,732.0,3.5000000000000004,6.6959222,1433.7264549932431,3.226732500000096,30.634327368473183
Barnsley South,33.210763354426774,0,71.34146921,20.192014271965448,40.0,700.5,3.9,7.2458924,1427.092737461307,3.2146288000000967,35.14056349165108
Barrow and Furness,16.66232443570735,0,58.54241584,27.6855744879644,45.0,836.7,2.6,3.8009871,135.56542380429386,2.621542499999996,26.909104718466857
Basildon and Billericay,26.95375557876745,0,66.32955262,25.552967879984397,38.0,794.9,4.3,12.1308335,1800.0241754870713,12.791576199999998,23.82405164761757
Basingstoke,12.888607646614544,0,55.16238319,32.29839526456753,39.0,811.7,3.1,17.7932023,1463.947429253402,14.404119300000096,15.00666754045015
Bassetlaw,21.7277953562993,0,68.85111122,24.870719776380152,43.0,697.2,3.3000000000000003,7.1724523,277.8903902095836,3.7263409000000025,23.40962832591565
Bath,7.891128194473302,0,33.38060317,45.2584774412395,35.0,836.8,2.0,17.4431748,1449.6162967141956,11.508350099999998,11.672172671813936
Bathgate and Linlithgow,8.377510994888862,1,41.01096463,28.45690339541119,42.0,769.2,2.7,7.6927228,434.14875328970055,3.497591,18.60932458658359
Battersea,6.000169916316215,0,22.51855167,65.22122257155601,32.0,1016.2,3.8,39.764085400000006,11761.197809747056,32.0997203,17.01959164570392
Beaconsfield,12.687004986799648,0,49.71736799,42.60280266482886,44.0,954.3,2.6,15.9792714,599.6149487857958,20.4092209,8.881501963961561
Beckenham and Penge,10.254298954463636,0,41.65265421,48.63066438348293,40.0,966.7,3.8,23.3389733,4772.715215860734,27.2097352,13.994548520908785
Bedford,11.185715339777172,0,52.15699672,32.01835692001628,38.0,702.1,6.0,28.1095747,3851.751959187581,30.7012359,22.92099868345788
Bermondsey and Old Southwark,9.033853681887084,0,27.73368731,56.93526507135493,32.0,1025.2,4.8,45.4769201,11825.0977408521,44.0112647,24.257412221864712
"Berwickshire, Roxburgh and Selkirk",7.173847673869153,1,43.45621517,29.730027009520548,50.0,710.8,3.2,5.8155027,25.159477739713036,1.9327780000000017,16.867223958133195
Bethnal Green and Stepney,4.210345788582331,0,33.067504,46.19516735833689,29.0,918.9,7.6,46.4071794,19757.691104896883,64.27233700000001,30.107252634945453
Beverley and Holderness,18.25957190903624,0,57.74422622,31.66629348155368,51.0,798.8,2.3,3.881398,120.63682603609696,2.2100350999999963,15.27290544431721
Bexhill and Battle,16.60523560209424,0,58.763969800000005,29.75654691406764,53.0,731.3,3.2,7.3177828,197.4200775626681,4.373251099999997,18.309708491355703
Bexleyheath and Crayford,22.68930765513909,0,65.44312594,30.511914030094573,39.0,895.3,3.5000000000000004,19.2863747,4467.839499753457,26.81910790000001,17.25273910617934
Bicester and Woodstock,10.768832513590471,0,49.04512121,38.91227601936212,41.0,862.4,1.9,16.386584199999998,237.6414352202699,10.622522300000004,10.614955296513108
Birkenhead,14.239347150739556,0,51.41205216,27.958833619210974,40.0,660.8,4.9,7.0368873,3111.141297372823,6.460358200000005,39.606425867623706
Birmingham Edgbaston,11.657048199209148,0,47.27241666,39.23928743379875,35.0,699.3,9.2,28.8823226,3723.250113281986,45.7736893,32.48623948847123
Birmingham Erdington,22.717286229018367,0,59.41414801,24.176587614867213,36.0,674.1,10.6,21.3656967,5012.028252396728,36.92312880000001,42.36958603350696
Birmingham Hall Green and Moseley,5.54006633658607,0,39.2578079,33.05676074607506,33.0,657.2,11.4,32.07205999999999,6227.153783538028,70.401278,38.454657278974025
Birmingham Hodge Hill and Solihull North,18.91258495430045,0,59.690794270000005,20.44799682052528,33.0,658.0,10.6,21.6132501,5087.190233312344,50.3372818,45.56298935604408
Birmingham Ladywood,4.0378359167828535,0,40.40381981,31.580928267154807,27.0,709.9,12.7,43.5116077,6498.837358330887,77.6735213,48.61403681127604
Birmingham Northfield,20.96834165515776,0,57.35719248,27.409935893623853,37.0,720.7,7.6,13.3338355,4388.092317204195,22.167617900000003,39.12389118568155
Birmingham Perry Barr,6.526843846728573,0,50.139435590000005,24.9058111040342,32.0,656.6,15.6,38.0267797,5072.442511633888,78.9748625,42.13629881351289
Birmingham Selly Oak,14.91814798428025,0,49.24418692,32.472649678796024,33.0,731.2,6.5,17.6426497,5067.638325597891,31.130117,30.98721616702017
Birmingham Yardley,14.002324037184597,0,57.4954776,23.566343797409267,33.0,697.2,11.4,26.8162702,5942.503760107463,55.9149852,41.401979767558295
Bishop Auckland,23.41504440101912,0,59.50028134000001,25.758997211581057,47.0,627.2,3.3000000000000003,3.099869,70.91116641227352,1.9668084000000972,28.91840935331197
Blackburn,12.456605035101704,0,55.55007483999999,25.411128102576168,34.0,648.3,6.6000000000000005,22.8576955,3004.987985960784,52.1763471000001,38.673179141288685
Blackley and Middleton South,21.10402042118698,0,56.80585203,27.08674206685696,35.0,667.7,7.399999999999999,26.9019624,4022.04576752735,36.6992965,43.64089776385551
Blackpool North and Fleetwood,23.709638842382205,0,67.7646174,24.228754730220786,49.0,699.4,3.8,4.198067099999999,1884.669917635236,2.7241295000000054,27.183355708438032
Blackpool South,28.61853325753269,0,66.91716905,22.115620881452852,41.0,646.9,7.000000000000001,8.804447600000001,3473.2618447422856,5.972767900000098,50.48049289655109
Blaydon and Consett,23.70428273640326,0,53.68479368,29.157969827472325,44.0,724.8,3.1,3.4646410000000003,826.6752177127543,2.197101400000001,21.137878886214896
Blyth and Ashington,26.87309720056434,0,62.93456751,22.58856077464365,42.0,699.9,4.2,3.125849,1189.483662346348,2.518330800000001,33.09452271145912
Bognor Regis and Littlehampton,21.45649946682836,0,63.82915183,24.828580938644183,48.0,677.3,4.2,12.0795526,2248.670434564137,4.5031245,21.18346472805108
Bolsover,21.518122260451523,0,70.53381882000001,22.21202386415787,43.0,678.9,3.0,5.1914311,460.4422981988479,2.618776199999995,24.543053181778028
Bolton North East,21.74404391245185,0,58.18911751,26.459627329192543,38.0,672.5,6.1,15.2434424,2897.225345871298,24.4895451,33.8349559995577
Bolton South and Walkden,22.61034389385324,0,62.84305319,23.53394566124992,34.0,647.7,6.800000000000001,22.8185788,3889.414306504661,35.4058544,40.49543536543979
Bolton West,19.09726893582672,0,55.41830743,33.05636338457278,41.0,763.8,3.6,9.9547504,1325.2682397620188,16.9317178,20.813205092021512
Bootle,12.20679012345679,0,54.87436107,23.966871998835916,40.0,682.2,5.6000000000000005,6.507113,3740.3180195971904,4.631063899999999,41.758991887615664
Boston and Skegness,38.36361389197874,0,76.19196917,18.08478730775993,47.0,606.3,4.9,16.2506913,131.72884803576846,4.266287899999998,29.67008998507781
Bournemouth East,13.956802493876642,0,51.94594491,34.98169950934288,41.0,716.3,4.1000000000000005,21.247917,4109.110260431081,11.936967,21.47393311822453
Bournemouth West,16.86285453346187,0,59.01659311,30.780941949616647,36.0,693.7,3.8,19.4977735,4225.601167315474,11.509046900000095,21.775737111808105
Bracknell,16.98337021237767,0,54.3740237,34.19563162224214,39.0,853.6,2.8000000000000003,17.7367968,2245.171794732063,14.339752400000004,11.218521281535365
Bradford East,13.3061049011178,0,55.71957063000001,21.900021640337588,32.0,622.4,10.0,25.4259002,4493.655118067651,54.2969275,44.63252375540858
Bradford South,22.51982325525089,0,63.95759955,22.63009036216773,36.0,636.6,7.399999999999999,14.482959299999996,2542.875771702178,29.5961048,39.72514469694602
Bradford West,7.9771311453304925,0,49.22600258,25.29413063152551,31.0,639.5,10.7,32.488677700000004,3605.2387853498312,70.4684602,42.20331413722772
Braintree,23.141878110467488,0,60.40654867000001,25.847642136729004,43.0,831.0,2.6,7.4642337,210.06688281006515,5.052161,14.428203053420663
"Brecon, Radnor and Cwm Tawe",14.108017530291312,0,52.271961190000006,32.20496174356596,50.0,666.2,3.0,4.4123746,29.856706241107396,2.579999300000002,18.476658327660413
Brent East,5.354214062748003,0,42.00911648,38.59856267606288,35.0,791.0,9.5,53.4147615,7518.600541743076,62.0132468,29.381706084245504
Brent West,4.981148491879351,0,41.63327746,38.66929990582513,33.0,772.1,5.5,62.2243726,7745.360768180202,74.40376429999999,21.38803068691296
Brentford and Isleworth,8.706412692800637,0,45.04862845,44.89923449461022,37.0,842.1,5.3,49.27863919999999,5734.3933195726,54.5530966,20.591035993020306
Brentwood and Ongar,24.313084498882727,0,61.04218193,33.141116852642355,42.0,955.5,2.6,10.111394,318.3465373053061,10.404043799999997,11.609344796314806
Bridgend,19.144873592110983,0,50.575282050000006,33.65339369968587,44.0,799.2,2.5,5.290540200000001,784.3282825017376,3.9207353,17.701744192340097
Bridgwater,22.210869944429216,0,64.53837765,23.46483704974271,43.0,688.9,2.9000000000000004,9.4378607,306.59612391398895,3.7368575000000015,23.4722255154512
Bridlington and The Wolds,24.105084193120152,0,65.0362998,25.9123299503347,52.0,671.8,3.3000000000000003,3.653691400000001,100.06786657564876,1.9308851000000016,22.73967133681125
Brigg and Immingham,24.922367554342717,0,68.47284703999999,26.106532557465968,48.0,805.1,2.3,4.4459363000000005,184.2021187682575,2.8358748000000045,16.31105276731028
Brighton Pavilion,5.416038042128984,0,27.92779803,47.73331830477908,34.0,752.7,4.0,19.8811198,3643.364644844089,14.666266800000006,17.914307940952774
Bristol Central,3.085437564856451,0,17.719959420000002,56.28918822267255,27.0,821.8,2.5,24.3371216,9251.18035154166,21.842929600000005,18.75398743901756
Bristol North East,12.903379456524329,0,51.22429757,32.01947687121543,36.0,739.1,3.9,16.9969887,4784.686669158517,21.1827975,24.223274201493183
Bristol North West,10.034252228458238,0,36.26134987,43.05755926889391,36.0,717.8,3.1,16.9625518,673.9973694243546,14.372886200000002,21.239602463512902
Bristol South,14.273206921180565,0,46.30673393,35.16554239267752,34.0,775.2,3.8,12.5924825,4819.093772462437,9.9100352,33.80886350587382
Broadland and Fakenham,17.89227071678145,0,54.13244302,27.40004085175918,49.0,696.3,2.2,4.698003000000001,134.7221845771661,2.6874637000000035,14.104166880208387
Bromley and Biggin Hill,17.532273232452766,0,49.96834859,42.42977994735093,42.0,1018.9,3.3000000000000003,19.3454818,2134.54030042698,21.7950164,11.959708419704912
Bromsgrove,19.01398670766789,0,55.36512794,36.61853737931715,45.0,843.2,2.6,4.8408975,468.6539378371466,6.930627499999997,11.68277928735195
Broxbourne,20.44607934438443,0,65.32395706,27.766921096192757,40.0,912.9,3.2,17.007006099999998,1284.531061074687,17.773452,17.425601448732827
Broxtowe,17.563443287762865,0,54.36786592,34.62161888359842,41.0,725.0,3.0,10.6712689,1613.2017727551597,10.976655400000002,14.616045907553092
Buckingham and Bletchley,15.67557356058857,0,56.2486847,34.79517783242368,40.0,849.0,3.5000000000000004,18.1528517,279.60867262638214,19.824894400000005,16.621210456651223
Burnley,19.52466074171052,0,66.11375256999999,24.598770061496925,38.0,668.0,6.2,14.2993129,960.4371397329736,22.402807300000006,38.245489167433085
Burton and Uttoxeter,21.06428211366077,0,64.65543581,27.490762734230668,40.0,736.8,3.8,14.9939572,484.9676205774744,14.780516099999996,20.197566253179488
Bury North,16.223637961335676,0,54.10694612,30.717893217893216,41.0,692.6,4.8,11.911337,1816.4044196414643,17.7581674,23.754124687200136
Bury South,16.262377410337802,0,53.12550621,33.43954810442843,37.0,770.8,4.1000000000000005,14.4795838,2475.793654302447,17.064044199999994,26.589447677382086
Bury St Edmunds and Stowmarket,16.888373646670466,0,54.64677467,31.24422981322349,43.0,790.7,2.3,10.1351005,270.08365828616223,5.2162029,13.57412944267736
Caerfyrddin,15.22673449697395,0,52.06581651,33.27469950161243,49.0,760.0,2.7,4.786258699999999,46.73174021198952,2.848312399999997,19.864707797339083
Caerphilly,20.28037872051054,0,54.71591862,27.31801402495881,42.0,712.7,3.3000000000000003,3.1910102,689.9106003775937,2.486181600000004,23.63830031342279
"Caithness, Sutherland and Easter Ross",7.296733842946491,1,47.92525946,28.632934636954687,50.0,784.0,2.2,5.4916204,8.13835384534658,1.9184877000000045,18.60689475352951
Calder Valley,15.40880503144654,0,51.46341193,35.61032432101036,46.0,730.7,3.0,4.3846457,329.22414063194464,5.029779499999998,20.056333463536937
Camborne and Redruth,18.7339123155802,0,56.92362506999999,29.201088422033195,44.0,671.8,3.5000000000000004,4.9909183,370.7799078569244,3.1323627999999992,26.13139349662077
Cannock Chase,26.93641887644635,0,68.86035313,22.73091006086472,42.0,726.2,3.2,3.5840784,1319.6621597851895,3.3744243000000007,20.45915396677319
Canterbury,14.407910059071371,0,47.82350887,36.33818589025756,38.0,751.8,3.4000000000000004,16.0484672,453.481392791261,13.5573787,15.651744249287884
Cardiff East,12.729085192853308,0,43.20187631,37.13922339218809,33.0,681.0,4.6,18.4278747,3493.763460357105,22.6747524,27.48254638294296
Cardiff North,12.60716617866998,0,39.43442763,44.37843727301028,40.0,796.6,2.4,10.065111900000002,1981.359508813811,12.239764800000096,13.77855381272033
Cardiff South and Penarth,11.468756381458036,0,38.01899038,40.75775735783726,31.0,666.8,3.7,20.447766,1864.2422182213977,24.416409100000003,21.45509458326992
Cardiff West,12.57010076636057,0,39.25250381,40.116257679997055,38.0,747.4,4.1000000000000005,11.7063714,1709.3627217766968,16.060611999999995,25.18653268873632
Carlisle,20.21575066878357,0,60.48036951,27.30752072131302,43.0,705.8,2.6,6.9430768,117.06084277367952,3.289227299999997,22.15249197003674
Carshalton and Wallington,12.729805013927576,0,55.55776095,37.39124112357917,39.0,862.0,3.9,24.7448305,4198.724236414198,31.3681698,17.19403215279511
Castle Point,30.1085324736052,0,72.78954781,18.504500952756423,46.0,808.2,2.6,4.8242253,1207.670007122662,5.185109400000099,17.358889350003686
Central Ayrshire,8.257080084019412,1,43.06037233,26.75582092807678,48.0,827.2,3.4000000000000004,3.516719,366.8978893515638,2.2390766000000006,22.878644900176084
Central Devon,14.568049109148076,0,51.03824615,35.04918665209284,50.0,691.8,2.3,5.712549800000001,70.62415704336928,2.2251325000000044,16.269599812568558
Central Suffolk and North Ipswich,18.96904551623118,0,56.22900762,29.86085187997992,46.0,794.7,2.0,7.788309499999999,176.11610964274797,6.7030625000000015,13.988232288519274
Ceredigion Preseli,11.606410090276878,0,47.18127044,35.11849109291048,48.0,695.7,2.9000000000000004,6.4347491,38.61896095548793,3.285096099999996,18.4328164030476
Chatham and Aylesford,24.45586975149957,0,64.56673258,24.488547787504498,38.0,733.6,4.1000000000000005,13.014847,1942.7549470087536,14.221747699999998,24.27524820343721
Cheadle,10.149612662868858,0,42.61665435,44.07314486718568,44.0,813.0,1.9,11.1161646,2509.073279745157,17.3629637,12.284708635627917
Chelmsford,13.317296316744224,0,49.89463443,36.16690647482015,39.0,893.7,3.0,15.2071537,3337.777021349491,14.8347138,12.404147600540725
Chelsea and Fulham,6.672892435690636,0,28.59294795,60.58282359178784,35.0,991.5,3.6,46.493553,11955.016381234596,29.588849399999997,17.848272192592592
Chesham and Amersham,9.751170691396569,0,45.1964509,47.31758437393467,44.0,890.0,2.3,15.8103203,698.9738608067174,18.0044156,6.822873114401292
Chester North and Neston,13.133753971450307,0,45.12792877,39.27235421436525,41.0,732.1,2.9000000000000004,10.3321476,849.456949942422,6.723639699999994,17.09540580941752
Chester South and Eddisbury,12.2204016309111,0,46.08556965,42.86320281769802,48.0,947.7,1.7999999999999998,6.0777247,130.14735314047385,3.8994335000000047,12.659885383986843
Chesterfield,19.003729996390327,0,59.18861421,27.43739598250571,44.0,717.4,3.6,5.0748004,2020.9116346153571,4.646160899999996,24.45295925902417
Chichester,15.128881359847536,0,54.72661818,33.890477487291214,46.0,690.5,3.7,10.4854716,345.6855222418395,5.033371799999998,15.04588534957483
Chingford and Woodford Green,7.530095646437995,0,50.48354787,39.38198331872035,40.0,900.2,5.0,27.5110633,4829.921243014252,37.139132200000006,18.22534646024967
Chippenham,12.374777831636775,0,54.56436113000001,33.089466178932355,42.0,773.1,2.2,9.3473849,370.01191522649873,5.859504199999998,13.03299804039944
Chipping Barnet,7.837354253917694,0,42.27363726,48.63324350998592,41.0,935.6,4.1000000000000005,33.9802565,2887.6141685246416,36.6300867000001,13.557132750215311
Christchurch,18.93102355550861,0,60.68963061,29.433842575461227,55.0,758.9,2.6,6.7821362,771.373652886216,3.1316114000000006,11.89308562295372
Cities of London and Westminster,7.017722810149178,0,29.74619423,62.20281462401174,35.0,1065.9,3.2,56.74142520000001,6757.059718681118,39.9712984,16.884296404248282
City of Durham,18.150491052748173,0,45.79157793,32.78163002195198,38.0,757.9,2.3,9.391037099999998,479.7819753060437,7.725842100000002,18.74230964696754
Clacton,46.18347186561643,0,71.80705626,18.152828062435564,52.0,683.7,4.9,5.1134520000000006,476.3198426856251,3.905724799999999,34.25831698031111
Clapham and Brixton Hill,4.113146627360146,0,16.56511072,60.29348342935498,31.0,960.5,5.6000000000000005,36.9855766,13618.349763553791,41.3308339,25.08813807620818
Clwyd East,15.94663543975576,0,51.26994798,32.81693648816936,49.0,723.3,2.8000000000000003,4.0229925,143.02747585150178,2.1766037000000016,17.379350435242106
Clwyd North,16.816008840416075,0,57.03564562,28.97630516226341,46.0,711.7,4.8,5.1769698,592.9008674991792,4.075903000000003,26.58938916586071
Coatbridge and Bellshill,6.715550850739717,1,39.73402361,21.29758248480292,42.0,764.8,3.5000000000000004,4.3299233,1403.3221718921925,3.629000800000004,28.326265648296875
Colchester,14.84087922855934,0,51.07187188,33.29317313063383,36.0,778.0,3.6,18.4762954,2838.287992331104,16.462760600000003,19.286394023395424
Colne Valley,15.789359814802795,0,49.70991002,37.15911629801943,44.0,766.6,2.8000000000000003,5.5210235,553.2412081117202,9.323004,16.768382128777922
Congleton,16.448877805486283,0,51.76851716,37.46085507304813,46.0,785.3,1.7999999999999998,4.2750575,457.0559221040922,3.201319700000005,12.343890300150656
Corby and East Northamptonshire,17.665208009840892,0,59.39187269,26.88282724309487,40.0,740.3,3.1,16.7414038,231.83391976404968,6.835035700000002,20.211990971491645
Coventry East,18.060733776408927,0,58.70567523,26.176506070343603,35.0,707.2,7.1,30.5736538,4354.552388751567,38.8402293,33.84986203318744
Coventry North West,18.915060670949323,0,58.43070618,29.640039789946098,37.0,766.5,5.1,21.5215001,2899.215007424146,25.0340239,22.50910199925184
Coventry South,13.365004329409562,0,49.7833653,35.46862561343048,30.0,759.4,4.8,30.967633100000004,4211.57055265443,38.6440552,21.94515265045297
Cowdenbeath and Kirkcaldy,7.664036850100456,1,39.12183154,28.09262335620173,45.0,741.5,4.1000000000000005,8.1146521,622.1567322716661,3.9736672999999945,20.512917320024684
Cramlington and Killingworth,20.826540952548797,0,60.32794086,28.95416802548729,43.0,727.7,2.8000000000000003,3.7975234,1021.33808296102,3.573961800000003,20.40104462957733
Crawley,18.507076815214056,0,58.4136714,27.544967777100897,37.0,762.4,4.5,26.7973253,2759.088430384514,26.628827600000005,18.96680220444982
Crewe and Nantwich,20.344513422463294,0,60.67929871,29.24671441640449,40.0,691.6,3.0,13.5786443,1305.5320337880642,7.0973928000000015,20.089755082135987
Croydon East,13.389981497978482,0,50.75175762000001,36.55065827132227,38.0,788.0,5.800000000000001,28.6327007,4237.87342501473,44.766492,22.512995417911057
Croydon South,8.402527441370651,0,43.00944797,46.10118900784449,40.0,924.4,4.2,25.7840561,2812.283615948486,37.166487800000006,14.393344970219868
Croydon West,5.634541734431562,0,44.92770856,39.68588572919384,34.0,807.2,8.1,45.4066163,9116.121113218833,66.70368859999999,29.616077283372366
Cumbernauld and Kirkintilloch,7.7289144865287,1,37.50268004,26.40923272169637,43.0,789.5,2.7,4.3525109,637.3868260869336,3.8123106000000018,18.98079592482565
Dagenham and Rainham,24.179895541204623,0,70.4479635,29.85312198120664,35.0,733.5,6.6000000000000005,31.6846364,3049.17653399474,41.9902017000001,26.70482968906206
Darlington,16.168766812968993,0,57.16132688,27.959101440515767,42.0,684.0,4.0,8.2372391,893.7231380597386,5.902535399999998,27.07701932455872
Dartford,21.40577234310376,0,64.00489504,32.83994872281835,36.0,800.3,3.1,20.616781,1791.0558139147524,26.685716000000003,19.677732590113813
Daventry,20.0369240043706,0,58.12909203,33.80757479679484,44.0,767.2,2.4,9.1552546,139.908838454058,5.725854100000005,12.9631350806638
Derby North,18.299567438109435,0,55.62729799,32.622467466341426,37.0,761.8,4.4,15.5899636,3699.9018708368894,19.8060946,23.09675188971136
Derby South,22.730554292895533,0,59.88979718,25.428876213697915,35.0,675.3,6.9,27.640266800000003,4016.837347595797,38.5156686,35.14526765748452
Derbyshire Dales,15.072554220627245,0,51.33334726,39.03093956269263,51.0,812.3,1.9,3.8901875,100.68136516936084,2.7134942999999967,11.549952031540904
Dewsbury and Batley,16.159705805095875,0,58.15404285,22.57420771885786,35.0,636.8,7.000000000000001,19.0843878,1969.1570298069364,48.7858773,32.850228386460216
Didcot and Wantage,11.69312845997844,0,47.82030916,41.64466504734749,39.0,907.8,2.1,12.7093077,287.57737819158444,7.591782800000002,9.679196707227105
Doncaster Central,20.78325954037529,0,65.63567096,24.44877493376541,39.0,667.7,5.5,18.3444429,1060.4510227146106,12.471798899999998,30.297019961816584
Doncaster East and the Isle of Axholme,21.68813247470101,0,66.5071406,24.81282730975625,44.0,764.2,3.0,5.5598502000000005,229.08710225810927,3.884684700000096,22.082693371319632
Dorking and Horley,13.805663964775343,0,51.57090949999999,39.536029669203934,45.0,935.8,2.0,12.538632500000002,346.94209812802126,8.306578400000097,10.802916951399594
Dover and Deal,23.767660910518053,0,62.872230210000005,25.93256730292806,45.0,782.0,3.7,8.688684899999998,478.3625217298031,5.300178600000005,23.147416966995447
Droitwich and Evesham,19.06105746941079,0,59.09855865,31.908096383269672,46.0,712.3,2.8000000000000003,9.219834,265.8199743808669,3.340687399999997,16.21768296670779
Dudley,26.37724885462063,0,71.35230064,22.74223308233182,38.0,676.4,6.1,10.5885479,3694.5105625332894,19.778748700000005,32.29096481260567
Dulwich and West Norwood,3.9688835999823695,0,23.53292569,56.31140648936292,35.0,895.1,6.3,33.2255489,7281.805004057649,45.1124204000001,24.094025332533604
Dumfries and Galloway,9.42217367558711,1,44.8318063,26.83134058194087,51.0,734.0,2.9000000000000004,4.4526784,23.419726332667743,2.2031275000000017,19.70129900899086
"Dumfriesshire, Clydesdale and Tweeddale",8.64432080336545,1,44.40108277,29.558257949190185,51.0,728.1,2.4,4.3202497,19.664261528453245,1.6082802000000007,16.35072676042247
Dundee Central,6.082681219110379,1,45.58568991,31.626819702643417,36.0,677.4,4.2,15.3914926,2528.289906299984,12.453531600000002,29.46368985455566
Dunfermline and Dollar,6.482250712890406,1,36.94714045,31.58089691024511,43.0,786.5,2.7,7.7111924,346.24209533741487,4.303932399999999,15.771004748715328
Dunstable and Leighton Buzzard,17.528504723639916,0,57.67855611,30.849741534529823,38.0,796.3,3.2,15.5283408,1508.254874926428,12.725504900000097,16.107244335470423
Dwyfor Meirionnydd,12.023765317489788,0,43.50987987,33.92611814990078,48.0,654.8,3.0,3.4303656,36.6804576090226,1.812017899999996,18.20063930423509
Ealing Central and Acton,6.50003140111788,0,31.5014495,54.9028900575095,35.0,913.3,5.800000000000001,49.4245502,6789.072824337832,44.2934297,21.93587598920728
Ealing North,9.132124352331608,0,49.20952016,39.03637568099349,37.0,706.9,7.399999999999999,49.3654433,5855.445294460074,56.7947835,23.414300871889203
Ealing Southall,5.521616541353383,0,39.44032859,38.51069602001547,36.0,781.6,6.9,53.0187769,8173.628168737064,69.3225631,24.423523023026963
Easington,29.81004544924834,0,66.20861404,21.22049616220889,43.0,643.7,4.5,2.7024953,643.2873286914294,1.917934600000004,35.94000265509852
East Ham,3.536366515359443,0,43.88825906,33.67865184422298,30.0,720.6,8.799999999999999,55.5816553,13614.50503920014,79.72144850000001,28.922182018214937
East Hampshire,12.950445946486422,0,47.93464344,40.06787120378594,48.0,895.5,2.1,8.7121428,180.92694597841765,3.953452200000096,10.108836998403406
East Kilbride and Strathaven,7.230179630462243,1,37.72070368,29.56796866171984,43.0,860.3,2.1,4.3880737000000005,331.21043715196333,3.806860000000001,15.558247590458883
East Renfrewshire,4.698668047066319,1,25.68141894,44.583446299237,44.0,896.2,1.7000000000000002,8.0729055,572.9214127388892,12.527402099999996,10.038859863561807
East Surrey,17.033905195544353,0,53.14280300000001,37.30720400236321,43.0,867.9,2.5,11.4092146,394.0775364085038,11.360860000000097,12.795101282527517
East Thanet,20.113314447592067,0,63.07838185,26.573565734486756,43.0,671.5,5.9,10.8409531,2785.181924039685,7.791651600000005,34.1716112905635
East Wiltshire,16.707986353908417,0,54.70711545,33.12637051272575,40.0,740.0,2.2,11.8533959,99.2435635838558,8.140782400000003,11.904413034627169
East Worthing and Shoreham,14.607359713109744,0,53.82904221,29.778517005637973,45.0,747.3,2.8000000000000003,9.4409289,1746.415025409701,7.352645899999999,16.41525235363489
Eastbourne,13.290209406863282,0,57.33495191,29.808215290751296,45.0,727.0,4.8,15.197769700000002,2298.3033464405435,9.183741300000005,22.14463765000723
Eastleigh,13.250753985351142,0,52.03194262,34.23533910933524,42.0,808.7,2.2,10.6189185,1894.9172547381504,9.143318099999998,9.735928906193667
Edinburgh East and Musselburgh,4.671420735052112,1,33.03839382,43.702358982588464,34.0,766.6,2.9000000000000004,25.7699389,3572.2961253502963,15.940057500000004,19.09401885149468
Edinburgh North and Leith,3.6745831227892873,1,15.93168525,55.87934132987839,36.0,775.5,3.3000000000000003,27.3893475,5401.985291606031,15.0763828,15.910725305645398
Edinburgh South,3.940118737453552,1,32.30695959,53.3115870089349,38.0,918.2,1.9,23.1733975,3234.39837695414,15.665392099999998,11.61033555271187
Edinburgh South West,4.570339873861247,1,24.83188904,46.75938590828017,35.0,799.1,2.8000000000000003,23.8149928,1218.5782451834252,16.352406100000007,14.847978634546973
Edinburgh West,4.209944540793963,1,24.63552853,48.28481685751738,43.0,866.4,2.0,14.85312,953.3581066827716,10.805198300000097,10.605034727332807
Edmonton and Winchmore Hill,8.529662565476915,0,45.62548891,33.37356974762639,37.0,854.1,8.6,44.2450238,5703.776459114075,54.03195279999999,27.86317500170567
Ellesmere Port and Bromborough,17.343437231913068,0,61.79145923,27.14267252520031,40.0,743.5,3.0,6.0800083,1668.6168300896893,4.044212099999999,25.615208161835536
Eltham and Chislehurst,16.301628407145678,0,48.21688632,40.03784467723734,39.0,912.4,4.6,25.7985284,3686.770134216372,28.6620019,21.7181978856354
